"";"X";"Project";"Year";"Location";"Trap";"Intervall2";"timepoint";"ID";"Intervall";"Fangtage";"species";"sex";"number";"sella_score"
"1110";1468;"NE";21;1;"PR";"J";"2459449";"NE.21.1.PR.J.2459449";"daily";1;"Cx. pipiens s.l.";"female";9;"0"
"1111";1469;"NE";21;1;"PR";"J";"2459449";"NE.21.1.PR.J.2459449";"daily";1;"Cx. spec.";"female";1;"0"
"1112";1470;"NE";21;1;"PR";"J";"2459466";"NE.21.1.PR.J.2459466";"daily";4;"Cx. pipiens s.l.";"female";25;"0"
"1113";1471;"NE";21;1;"PR";"J";"2459466";"NE.21.1.PR.J.2459466";"daily";4;"Cx. spec.";"female";6;"0"
"1114";1472;"NE";21;1;"PR";"J";"2459466";"NE.21.1.PR.J.2459466";"daily";4;"Cs. annulata";"female";2;"0"
"1115";1473;"NE";21;1;"PR";"J";"2459466";"NE.21.1.PR.J.2459466";"daily";4;"Culicidae";"female";16;"0"
"1116";1474;"NE";21;2;"PR";"J";"2459454";"NE.21.2.PR.J.2459454";"daily";7;"Cx. pipiens s.l.";"female";25;"0"
"1117";1475;"NE";21;2;"PR";"J";"2459454";"NE.21.2.PR.J.2459454";"daily";7;"Cx. pipiens s.l.";"female";10;"0"
"1118";1476;"NE";21;2;"PR";"J";"2459454";"NE.21.2.PR.J.2459454";"daily";7;"Cx. spec.";"female";4;"0"
"1119";1477;"NE";21;2;"PR";"J";"2459454";"NE.21.2.PR.J.2459454";"daily";7;"Culicidae";"female";7;"0"
"1120";1478;"NE";21;2;"PR";"J";"2459454";"NE.21.2.PR.J.2459454";"daily";7;"Cx. pipiens s.l.";"female";1;"7"
"1121";1479;"NE";21;2;"PR";"J";"2459454";"NE.21.2.PR.J.2459454";"daily";7;"An. maculipennis s.l.";"female";2;"0"
"1122";1480;"NE";21;2;"PR";"J";"2459454";"NE.21.2.PR.J.2459454";"daily";7;"Cq. richiardii";"female";1;"0"
"1123";1481;"NE";21;1;"PG";"J";"2459463";"NE.21.1.PG.J.2459463";"daily";1;"Cx. pipiens s.l.";"female";10;"0"
"1124";1482;"NE";21;1;"PG";"J";"2459463";"NE.21.1.PG.J.2459463";"daily";1;"Cx. spec.";"female";2;"0"
"1125";1483;"NE";21;1;"PG";"J";"2459463";"NE.21.1.PG.J.2459463";"daily";1;"Cx. pipiens s.l.";"female";5;"7"
"1126";1484;"NE";21;1;"PG";"J";"2459448";"NE.21.1.PG.J.2459448";"daily";1;"Cx. pipiens s.l.";"female";1;"0"
"1127";1485;"NE";21;1;"PG";"J";"2459448";"NE.21.1.PG.J.2459448";"daily";1;"Cx. spec.";"female";7;"0"
"1128";1486;"NE";21;1;"PG";"J";"2459448";"NE.21.1.PG.J.2459448";"daily";1;"Cx. pipiens s.l.";"female";11;"7"
"1129";1487;"NE";21;1;"PG";"J";"2459450";"NE.21.1.PG.J.2459450";"daily";1;"Cx. pipiens s.l.";"female";4;"0"
"1130";1488;"NE";21;1;"PG";"J";"2459450";"NE.21.1.PG.J.2459450";"daily";1;"Cx. spec.";"female";3;"0"
"1131";1489;"NE";21;1;"PG";"J";"2459450";"NE.21.1.PG.J.2459450";"daily";1;"Culicidae";"female";2;"0"
"1132";1490;"NE";21;1;"PG";"J";"2459450";"NE.21.1.PG.J.2459450";"daily";1;"Cx. pipiens s.l.";"female";6;"7"
"1133";1491;"NE";21;1;"PR";"J";"2459465";"NE.21.1.PR.J.2459465";"daily";1;"Cx. pipiens s.l.";"female";14;"0"
"1134";1492;"NE";21;1;"PR";"J";"2459465";"NE.21.1.PR.J.2459465";"daily";1;"Cx. spec.";"female";2;"0"
"1135";1493;"NE";21;1;"PR";"J";"2459474";"NE.21.1.PR.J.2459474";"daily";2;"Cx. pipiens s.l.";"female";23;"0"
"1136";1494;"NE";21;1;"PR";"J";"2459474";"NE.21.1.PR.J.2459474";"daily";2;"Cx. spec.";"female";4;"0"
"1137";1495;"NE";21;1;"PR";"J";"2459472";"NE.21.1.PR.J.2459472";"daily";1;"Cx. pipiens s.l.";"female";9;"0"
"1138";1496;"NE";21;1;"PR";"J";"2459472";"NE.21.1.PR.J.2459472";"daily";1;"Cx. spec.";"female";3;"0"
"1139";1497;"NE";21;1;"PR";"J";"2459470";"NE.21.1.PR.J.2459470";"daily";1;"Cx. pipiens s.l.";"female";4;"0"
"1140";1498;"NE";21;1;"PR";"J";"2459476";"NE.21.1.PR.J.2459476";"daily";1;"Cx. pipiens s.l.";"female";14;"0"
"1141";1499;"NE";21;1;"PR";"J";"2459476";"NE.21.1.PR.J.2459476";"daily";1;"Cx. spec.";"female";4;"0"
"1142";1500;"NE";21;1;"PR";"J";"2459476";"NE.21.1.PR.J.2459476";"daily";1;"Culicidae";"female";2;"0"
"1143";1501;"NE";21;1;"PR";"J";"2459431";"NE.21.1.PR.J.2459431";"daily";1;"Cx. pipiens s.l.";"female";6;"0"
"1144";1502;"NE";21;1;"PR";"J";"2459431";"NE.21.1.PR.J.2459431";"daily";1;"Cx. pipiens s.l.";"female";1;"7"
"1145";1503;"NE";21;1;"PR";"J";"2459462";"NE.21.1.PR.J.2459462";"daily";1;"Cx. spec.";"female";2;"0"
"1146";1504;"NE";21;1;"PR";"J";"2459462";"NE.21.1.PR.J.2459462";"daily";1;"An. plumbeus";"female";1;"0"
"1147";1505;"NE";21;1;"PR";"J";"2459462";"NE.21.1.PR.J.2459462";"daily";1;"Cs. annulata";"female";1;"0"
"1148";1506;"NE";21;2;"PG";"J";"2459454";"NE.21.2.PG.J.2459454";"daily";7;"Cx. pipiens s.l.";"female";19;"0"
"1149";1507;"NE";21;2;"PG";"J";"2459454";"NE.21.2.PG.J.2459454";"daily";7;"Cx. spec.";"female";15;"0"
"1150";1508;"NE";21;2;"PG";"J";"2459454";"NE.21.2.PG.J.2459454";"daily";7;"Cq. richiardii";"male";1;"0"
"1151";1509;"NE";21;2;"PG";"J";"2459454";"NE.21.2.PG.J.2459454";"daily";7;"Cs. annulata";"male";2;"0"
"1152";1510;"NE";21;2;"PG";"J";"2459454";"NE.21.2.PG.J.2459454";"daily";7;"Culicidae";"female";25;"0"
"1153";1511;"NE";21;2;"PG";"J";"2459454";"NE.21.2.PG.J.2459454";"daily";7;"An. spec.";"female";1;"0"
"1154";1512;"NE";21;2;"PG";"J";"2459454";"NE.21.2.PG.J.2459454";"daily";7;"An. maculipennis s.l.";"female";1;"0"
"1155";1513;"NE";21;2;"PG";"J";"2459454";"NE.21.2.PG.J.2459454";"daily";7;"An. claviger s.s./An. petragnani";"female";1;"0"
"1156";1514;"NE";21;2;"PG";"J";"2459454";"NE.21.2.PG.J.2459454";"daily";7;"An. claviger s.s./An. petragnani";"female";2;"0"
"1157";1515;"NE";21;1;"PR";"J";"2459444";"NE.21.1.PR.J.2459444";"daily";1;"0";"0";0;"0"
"1158";1516;"NE";21;1;"PR";"J";"2459453";"NE.21.1.PR.J.2459453";"daily";1;"Cx. pipiens s.l.";"female";3;"0"
"1159";1517;"NE";21;1;"PR";"J";"2459453";"NE.21.1.PR.J.2459453";"daily";1;"Ae. spec.";"female";1;"0"
"1160";1518;"NE";21;1;"PG";"J";"2459453";"NE.21.1.PG.J.2459453";"daily";1;"Cx. pipiens s.l.";"female";1;"0"
"1161";1519;"NE";21;1;"PG";"J";"2459453";"NE.21.1.PG.J.2459453";"daily";1;"Cx. spec.";"female";1;"0"
"1162";1520;"NE";21;1;"PG";"J";"2459453";"NE.21.1.PG.J.2459453";"daily";1;"Cx. pipiens s.l.";"female";4;"7"
"1163";1521;"NE";21;1;"PR";"J";"2459489";"NE.21.1.PR.J.2459489";"daily";3;"Cx. pipiens s.l.";"female";21;"0"
"1164";1522;"NE";21;1;"PR";"J";"2459489";"NE.21.1.PR.J.2459489";"daily";3;"Cx. spec.";"female";8;"0"
"1165";1523;"NE";21;1;"PR";"J";"2459489";"NE.21.1.PR.J.2459489";"daily";3;"Cs. annulata";"female";2;"0"
"1166";1524;"NE";21;1;"PG";"J";"2459489";"NE.21.1.PG.J.2459489";"daily";3;"Cx. pipiens s.l.";"female";25;"0"
"1167";1525;"NE";21;1;"PG";"J";"2459489";"NE.21.1.PG.J.2459489";"daily";3;"Cx. pipiens s.l.";"female";21;"0"
"1168";1526;"NE";21;1;"PG";"J";"2459489";"NE.21.1.PG.J.2459489";"daily";3;"Cx. spec.";"female";22;"0"
"1169";1527;"NE";21;1;"PG";"J";"2459489";"NE.21.1.PG.J.2459489";"daily";3;"Cs. annulata";"female";3;"0"
"1170";1528;"NE";21;1;"PG";"J";"2459489";"NE.21.1.PG.J.2459489";"daily";3;"Culicidae";"female";16;"0"
"1171";1529;"NE";21;2;"PR";"J";"2459461";"NE.21.2.PR.J.2459461";"daily";3;"Cx. pipiens s.l.";"female";5;"0"
"1172";1530;"NE";21;2;"PR";"J";"2459461";"NE.21.2.PR.J.2459461";"daily";3;"Cx. spec.";"female";2;"0"
"1173";1531;"NE";21;2;"PR";"J";"2459461";"NE.21.2.PR.J.2459461";"daily";3;"Cq. richiardii";"female";1;"0"
"1174";1532;"NE";21;1;"PR";"J";"2459457";"NE.21.1.PR.J.2459457";"daily";1;"Cx. pipiens s.l.";"female";1;"0"
"1175";1533;"NE";21;1;"PG";"J";"2459477";"NE.21.1.PG.J.2459477";"daily";1;"Cx. pipiens s.l.";"female";10;"0"
"1176";1534;"NE";21;1;"PG";"J";"2459477";"NE.21.1.PG.J.2459477";"daily";1;"Cx. spec.";"female";4;"0"
"1177";1535;"NE";21;1;"PG";"J";"2459477";"NE.21.1.PG.J.2459477";"daily";1;"Culicidae";"female";1;"0"
"1178";1536;"NE";21;2;"PR";"J";"2459448";"NE.21.2.PR.J.2459448";"daily";1;"Cx. pipiens s.l.";"female";5;"0"
"1179";1537;"NE";21;2;"PR";"J";"2459448";"NE.21.2.PR.J.2459448";"daily";1;"Cx. spec.";"female";3;"0"
"1180";1538;"NE";21;2;"PR";"J";"2459448";"NE.21.2.PR.J.2459448";"daily";1;"Culicidae";"female";1;"0"
"1181";1539;"NE";21;2;"PR";"J";"2459448";"NE.21.2.PR.J.2459448";"daily";1;"Cq. richiardii";"female";1;"0"
"1182";1540;"NE";21;1;"PR";"J";"2459458";"NE.21.1.PR.J.2459458";"daily";1;"0";"0";0;"0"
"1183";1541;"NE";21;1;"PR";"J";"2459451";"NE.21.1.PR.J.2459451";"daily";1;"Cx. pipiens s.l.";"female";5;"0"
"1184";1542;"NE";21;1;"PR";"J";"2459451";"NE.21.1.PR.J.2459451";"daily";1;"Culicidae";"female";2;"0"
"1185";1543;"NE";21;1;"PR";"J";"2459451";"NE.21.1.PR.J.2459451";"daily";1;"Cs. annulata";"female";1;"0"
"1186";1544;"NE";21;1;"PR";"J";"2459477";"NE.21.1.PR.J.2459477";"daily";1;"Cx. spec.";"female";1;"0"
"1187";1545;"NE";21;1;"PR";"J";"2459477";"NE.21.1.PR.J.2459477";"daily";1;"Culicidae";"female";2;"0"
"1188";1546;"NE";21;1;"PG";"J";"2459473";"NE.21.1.PG.J.2459473";"daily";1;"Cx. pipiens s.l.";"female";20;"0"
"1189";1547;"NE";21;1;"PG";"J";"2459473";"NE.21.1.PG.J.2459473";"daily";1;"Cx. spec.";"female";6;"0"
"1190";1548;"NE";21;1;"PG";"J";"2459473";"NE.21.1.PG.J.2459473";"daily";1;"Cs. annulata";"female";1;"0"
"1191";1549;"NE";21;1;"PR";"J";"2459485";"NE.21.1.PR.J.2459485";"daily";4;"Cx. pipiens s.l.";"female";25;"0"
"1192";1550;"NE";21;1;"PR";"J";"2459485";"NE.21.1.PR.J.2459485";"daily";4;"Cx. pipiens s.l.";"female";17;"0"
"1193";1551;"NE";21;1;"PR";"J";"2459485";"NE.21.1.PR.J.2459485";"daily";4;"Cx. spec.";"female";13;"0"
"1194";1552;"NE";21;1;"PR";"J";"2459485";"NE.21.1.PR.J.2459485";"daily";4;"Cs. annulata";"female";5;"0"
"1195";1553;"NE";21;1;"PR";"J";"2459485";"NE.21.1.PR.J.2459485";"daily";4;"Ae. vexans";"female";1;"0"
"1196";1554;"NE";21;1;"PR";"J";"2459485";"NE.21.1.PR.J.2459485";"daily";4;"Culicidae";"female";1;"0"
"1197";1555;"NE";21;7;"PR";"K";"26";"NE.21.7.PR.K.26";"daily";1;"Cx. pipiens s.l.";"female";25;"0"
"1198";1556;"NE";21;7;"PR";"K";"26";"NE.21.7.PR.K.26";"daily";1;"Cx. pipiens s.l.";"female";24;"0"
"1199";1557;"NE";21;7;"PR";"K";"26";"NE.21.7.PR.K.26";"daily";1;"Cx. spec.";"female";7;"0"
"1200";1558;"NE";21;7;"PR";"K";"26";"NE.21.7.PR.K.26";"daily";1;"Cq. richiardii";"female";1;"0"
"1201";1559;"NE";21;7;"PG";"K";"24";"NE.21.7.PG.K.24";"daily";1;"Cx. pipiens s.l.";"female";15;"0"
"1202";1560;"NE";21;7;"PG";"K";"24";"NE.21.7.PG.K.24";"daily";1;"Cx. spec.";"female";2;"0"
"1203";1561;"NE";21;7;"PG";"K";"24";"NE.21.7.PG.K.24";"daily";1;"Cx. pipiens s.l.";"female";4;"7"
"1204";1562;"NE";21;7;"PG";"K";"24";"NE.21.7.PG.K.24";"daily";1;"Cx. pipiens s.l.";"female";1;"2"
"1205";1563;"NE";21;7;"PR";"K";"25";"NE.21.7.PR.K.25";"daily";1;"Cx. pipiens s.l.";"female";14;"0"
"1206";1564;"NE";21;7;"PR";"K";"25";"NE.21.7.PR.K.25";"daily";1;"Cx. spec.";"female";1;"0"
"1207";1565;"NE";21;7;"PR";"K";"24";"NE.21.7.PR.K.24";"daily";1;"Cx. pipiens s.l.";"female";1;"7"
"1208";1566;"NE";21;7;"PG";"K";"25";"NE.21.7.PG.K.25";"daily";1;"Cx. pipiens s.l.";"female";25;"0"
"1209";1567;"NE";21;7;"PG";"K";"25";"NE.21.7.PG.K.25";"daily";1;"Cx. pipiens s.l.";"female";25;"0"
"1210";1568;"NE";21;7;"PG";"K";"25";"NE.21.7.PG.K.25";"daily";1;"Cx. pipiens s.l.";"female";25;"0"
"1211";1569;"NE";21;7;"PG";"K";"25";"NE.21.7.PG.K.25";"daily";1;"Cx. pipiens s.l.";"female";25;"0"
"1212";1570;"NE";21;7;"PG";"K";"25";"NE.21.7.PG.K.25";"daily";1;"Cx. pipiens s.l.";"female";18;"0"
"1213";1571;"NE";21;7;"PG";"K";"25";"NE.21.7.PG.K.25";"daily";1;"Cx. spec.";"female";12;"0"
"1214";1572;"NE";21;7;"PG";"K";"25";"NE.21.7.PG.K.25";"daily";1;"Cx. pipiens s.l.";"female";1;"0"
"1215";1573;"NE";21;7;"PG";"K";"25";"NE.21.7.PG.K.25";"daily";1;"Cx. pipiens s.l.";"female";1;"7"
"1216";1574;"NE";21;7;"PG";"K";"25";"NE.21.7.PG.K.25";"daily";1;"Cx. pipiens s.l.";"female";2;"2"
"1217";1575;"NE";21;7;"PR";"K";"21";"NE.21.7.PR.K.21";"daily";1;"An. claviger s.s./An. petragnani";"female";1;"0"
"1218";1576;"NE";21;7;"PR";"K";"23";"NE.21.7.PR.K.23";"daily";1;"Cx. pipiens s.l.";"female";13;"0"
"1219";1577;"NE";21;7;"PR";"K";"22";"NE.21.7.PR.K.22";"daily";1;"Cx. pipiens s.l.";"female";2;"0"
"1220";1578;"NE";21;7;"PG";"K";"22";"NE.21.7.PG.K.22";"daily";1;"0";"0";0;"0"
"1221";1579;"NE";21;7;"PG";"K";"18";"NE.21.7.PG.K.18";"daily";1;"0";"0";0;"0"
"1222";1580;"NE";21;7;"PR";"K";"19";"NE.21.7.PR.K.19";"daily";1;"An. maculipennis s.l.";"female";1;"0"
"1223";1581;"NE";21;7;"PR";"K";"18";"NE.21.7.PR.K.18";"daily";1;"0";"0";0;"0"
"1224";1582;"NE";21;7;"PR";"K";"17";"NE.21.7.PR.K.17";"daily";1;"Cx. pipiens s.l.";"female";1;"0"
"1225";1583;"NE";21;7;"PG";"K";"17";"NE.21.7.PG.K.17";"daily";1;"Cx. pipiens s.l.";"female";5;"0"
"1226";1584;"NE";21;7;"PG";"K";"17";"NE.21.7.PG.K.17";"daily";1;"Cs. annulata";"female";2;"7"
"1227";1585;"NE";21;9;"PG";"J";"2459463";"NE.21.9.PG.J.2459463";"daily";1;"Cx. pipiens s.l.";"female";11;"0"
"1228";1586;"NE";21;9;"PG";"J";"2459463";"NE.21.9.PG.J.2459463";"daily";1;"Cx. spec.";"female";17;"0"
"1229";1587;"NE";21;9;"PG";"J";"2459463";"NE.21.9.PG.J.2459463";"daily";1;"Cs. annulata";"female";1;"0"
"1230";1588;"NE";21;9;"PG";"J";"2459463";"NE.21.9.PG.J.2459463";"daily";1;"Ae. japonicus";"female";2;"0"
"1231";1589;"NE";21;9;"PG";"J";"2459463";"NE.21.9.PG.J.2459463";"daily";1;"Cx. pipiens s.l.";"female";6;"3"
"1232";1590;"NE";21;9;"PG";"J";"2459463";"NE.21.9.PG.J.2459463";"daily";1;"Cx. pipiens s.l.";"female";25;"7"
"1233";1591;"NE";21;9;"PG";"J";"2459463";"NE.21.9.PG.J.2459463";"daily";1;"Cx. pipiens s.l.";"female";25;"7"
"1234";1592;"NE";21;9;"PG";"J";"2459463";"NE.21.9.PG.J.2459463";"daily";1;"Cx. pipiens s.l.";"female";2;"7"
"1235";1593;"NE";21;9;"PG";"J";"2459461";"NE.21.9.PG.J.2459461";"daily";1;"Cx. pipiens s.l.";"female";6;"0"
"1236";1594;"NE";21;9;"PG";"J";"2459461";"NE.21.9.PG.J.2459461";"daily";1;"Cx. spec.";"female";10;"0"
"1237";1595;"NE";21;9;"PG";"J";"2459461";"NE.21.9.PG.J.2459461";"daily";1;"Culicidae";"female";1;"0"
"1238";1596;"NE";21;9;"PG";"J";"2459461";"NE.21.9.PG.J.2459461";"daily";1;"Cx. modestus";"female";1;"0"
"1239";1597;"NE";21;9;"PG";"J";"2459461";"NE.21.9.PG.J.2459461";"daily";1;"Ae. japonicus";"female";1;"0"
"1240";1598;"NE";21;9;"PG";"J";"2459461";"NE.21.9.PG.J.2459461";"daily";1;"Cx. pipiens s.l.";"female";12;"7"
"1241";1599;"NE";21;9;"PG";"J";"2459462";"NE.21.9.PG.J.2459462";"daily";1;"Cx. pipiens s.l.";"female";10;"0"
"1242";1600;"NE";21;9;"PG";"J";"2459462";"NE.21.9.PG.J.2459462";"daily";1;"Cx. spec.";"female";13;"0"
"1243";1601;"NE";21;9;"PG";"J";"2459462";"NE.21.9.PG.J.2459462";"daily";1;"Cs. annulata";"female";1;"7"
"1244";1602;"NE";21;9;"PG";"J";"2459462";"NE.21.9.PG.J.2459462";"daily";1;"Cx. modestus";"female";1;"0"
"1245";1603;"NE";21;9;"PG";"J";"2459462";"NE.21.9.PG.J.2459462";"daily";1;"Cx. pipiens s.l.";"female";21;"7"
"1246";1604;"NE";21;9;"PG";"J";"2459459";"NE.21.9.PG.J.2459459";"daily";1;"Cx. pipiens s.l.";"female";3;"0"
"1247";1605;"NE";21;9;"PG";"J";"2459459";"NE.21.9.PG.J.2459459";"daily";1;"Cx. spec.";"female";17;"0"
"1248";1606;"NE";21;9;"PG";"J";"2459459";"NE.21.9.PG.J.2459459";"daily";1;"Culicidae";"female";1;"0"
"1249";1607;"NE";21;9;"PG";"J";"2459459";"NE.21.9.PG.J.2459459";"daily";1;"Cx. pipiens s.l.";"female";25;"7"
"1250";1608;"NE";21;9;"PG";"J";"2459459";"NE.21.9.PG.J.2459459";"daily";1;"Cx. pipiens s.l.";"female";3;"7"
"1251";1609;"NE";21;9;"PG";"J";"2459458";"NE.21.9.PG.J.2459458";"daily";1;"Cx. pipiens s.l.";"female";5;"0"
"1252";1610;"NE";21;9;"PG";"J";"2459458";"NE.21.9.PG.J.2459458";"daily";1;"Cx. spec.";"female";10;"0"
"1253";1611;"NE";21;9;"PG";"J";"2459458";"NE.21.9.PG.J.2459458";"daily";1;"Culicidae";"female";1;"0"
"1254";1612;"NE";21;9;"PG";"J";"2459458";"NE.21.9.PG.J.2459458";"daily";1;"Cx. pipiens s.l.";"female";22;"7"
"1255";1613;"NE";21;9;"PG";"J";"2459456";"NE.21.9.PG.J.2459456";"daily";2;"Cx. pipiens s.l.";"female";6;"0"
"1256";1614;"NE";21;9;"PG";"J";"2459456";"NE.21.9.PG.J.2459456";"daily";2;"Cx. spec.";"female";5;"0"
"1257";1615;"NE";21;9;"PG";"J";"2459456";"NE.21.9.PG.J.2459456";"daily";2;"Culicidae";"female";1;"0"
"1258";1616;"NE";21;9;"PG";"J";"2459456";"NE.21.9.PG.J.2459456";"daily";2;"Cx. pipiens s.l.";"female";14;"7"
"1259";1617;"NE";21;9;"PG";"J";"2459460";"NE.21.9.PG.J.2459460";"daily";1;"Cx. pipiens s.l.";"female";16;"0"
"1260";1618;"NE";21;9;"PG";"J";"2459460";"NE.21.9.PG.J.2459460";"daily";1;"Cx. spec.";"female";9;"0"
"1261";1619;"NE";21;9;"PG";"J";"2459460";"NE.21.9.PG.J.2459460";"daily";1;"Culicidae";"female";1;"0"
"1262";1620;"NE";21;9;"PG";"J";"2459460";"NE.21.9.PG.J.2459460";"daily";1;"Ae. japonicus";"female";2;"0"
"1263";1621;"NE";21;9;"PG";"J";"2459460";"NE.21.9.PG.J.2459460";"daily";1;"Cx. pipiens s.l.";"female";11;"7"
"1264";1622;"NE";21;9;"PG";"J";"2459453";"NE.21.9.PG.J.2459453";"daily";1;"Cx. pipiens s.l.";"female";3;"0"
"1265";1623;"NE";21;9;"PG";"J";"2459453";"NE.21.9.PG.J.2459453";"daily";1;"Cx. spec.";"female";12;"0"
"1266";1624;"NE";21;9;"PG";"J";"2459453";"NE.21.9.PG.J.2459453";"daily";1;"Culicidae";"female";2;"0"
"1267";1625;"NE";21;9;"PG";"J";"2459453";"NE.21.9.PG.J.2459453";"daily";1;"Cs. annulata";"female";1;"7"
"1268";1626;"NE";21;9;"PG";"J";"2459453";"NE.21.9.PG.J.2459453";"daily";1;"Cx. pipiens s.l.";"female";25;"7"
"1269";1627;"NE";21;9;"PG";"J";"2459453";"NE.21.9.PG.J.2459453";"daily";1;"Cx. pipiens s.l.";"female";3;"7"
"1270";1628;"NE";21;9;"PG";"J";"2459455";"NE.21.9.PG.J.2459455";"daily";1;"Cx. pipiens s.l.";"female";2;"0"
"1271";1629;"NE";21;9;"PG";"J";"2459455";"NE.21.9.PG.J.2459455";"daily";1;"Cx. spec.";"female";5;"0"
"1272";1630;"NE";21;9;"PG";"J";"2459455";"NE.21.9.PG.J.2459455";"daily";1;"Cx. pipiens s.l.";"female";7;"7"
"1273";1631;"NE";21;9;"PG";"J";"2459454";"NE.21.9.PG.J.2459454";"daily";1;"Cx. pipiens s.l.";"female";4;"0"
"1274";1632;"NE";21;9;"PG";"J";"2459454";"NE.21.9.PG.J.2459454";"daily";1;"Cx. spec.";"female";3;"0"
"1275";1633;"NE";21;9;"PG";"J";"2459454";"NE.21.9.PG.J.2459454";"daily";1;"Ae. vexans";"female";10;"0"
"1276";1634;"NE";21;9;"PG";"J";"2459454";"NE.21.9.PG.J.2459454";"daily";1;"Cx. pipiens s.l.";"female";4;"7"
"1277";1635;"NE";21;9;"PG";"J";"2459452";"NE.21.9.PG.J.2459452";"daily";1;"Cx. spec.";"female";4;"0"
"1278";1636;"NE";21;9;"PG";"J";"2459452";"NE.21.9.PG.J.2459452";"daily";1;"Ae. japonicus";"female";1;"0"
"1279";1637;"NE";21;9;"PG";"J";"2459452";"NE.21.9.PG.J.2459452";"daily";1;"Cx. pipiens s.l.";"female";14;"7"
"1280";1638;"NE";21;9;"PG";"J";"2459451";"NE.21.9.PG.J.2459451";"daily";1;"Cx. pipiens s.l.";"female";6;"0"
"1281";1639;"NE";21;9;"PG";"J";"2459451";"NE.21.9.PG.J.2459451";"daily";1;"Cx. spec.";"female";11;"0"
"1282";1640;"NE";21;9;"PG";"J";"2459451";"NE.21.9.PG.J.2459451";"daily";1;"Cs. annulata";"female";1;"0"
"1283";1641;"NE";21;9;"PG";"J";"2459451";"NE.21.9.PG.J.2459451";"daily";1;"Ae. vexans";"female";1;"0"
"1284";1642;"NE";21;9;"PG";"J";"2459451";"NE.21.9.PG.J.2459451";"daily";1;"Cx. pipiens s.l.";"female";25;"7"
"1285";1643;"NE";21;9;"PG";"J";"2459451";"NE.21.9.PG.J.2459451";"daily";1;"Cx. pipiens s.l.";"female";5;"7"
"1286";1644;"NE";21;9;"PR";"J";"2459463";"NE.21.9.PR.J.2459463";"daily";1;"Cx. pipiens s.l.";"female";4;"0"
"1287";1645;"NE";21;9;"PR";"J";"2459463";"NE.21.9.PR.J.2459463";"daily";1;"Ae. vexans";"female";5;"0"
"1288";1646;"NE";21;9;"PR";"J";"2459463";"NE.21.9.PR.J.2459463";"daily";1;"Ae. japonicus";"female";3;"0"
"1289";1647;"NE";21;9;"PR";"J";"2459463";"NE.21.9.PR.J.2459463";"daily";1;"Ae. geniculatus";"female";1;"0"
"1290";1648;"NE";21;9;"PR";"J";"2459462";"NE.21.9.PR.J.2459462";"daily";1;"Cx. pipiens s.l.";"female";1;"0"
"1291";1649;"NE";21;9;"PR";"J";"2459462";"NE.21.9.PR.J.2459462";"daily";1;"Ae. geniculatus";"female";1;"0"
"1292";1650;"NE";21;9;"PR";"J";"2459462";"NE.21.9.PR.J.2459462";"daily";1;"Ae. spec.";"female";1;"0"
"1293";1651;"NE";21;9;"PR";"J";"2459462";"NE.21.9.PR.J.2459462";"daily";1;"Cx. pipiens s.l.";"female";2;"7"
"1294";1652;"NE";21;9;"PR";"J";"2459459";"NE.21.9.PR.J.2459459";"daily";1;"Cx. pipiens s.l.";"female";2;"0"
"1295";1653;"NE";21;9;"PR";"J";"2459459";"NE.21.9.PR.J.2459459";"daily";1;"Ae. spec.";"female";1;"0"
"1296";1654;"NE";21;9;"PR";"J";"2459461";"NE.21.9.PR.J.2459461";"daily";1;"Ae. vexans";"female";2;"0"
"1297";1655;"NE";21;9;"PR";"J";"2459460";"NE.21.9.PR.J.2459460";"daily";1;"Ae. vexans";"female";1;"0"
"1298";1656;"NE";21;9;"PR";"J";"2459458";"NE.21.9.PR.J.2459458";"daily";1;"Cx. pipiens s.l.";"female";1;"0"
"1299";1657;"NE";21;9;"PR";"J";"2459458";"NE.21.9.PR.J.2459458";"daily";1;"Cx. pipiens s.l.";"female";3;"7"
"1300";1658;"NE";21;9;"PR";"J";"2459456";"NE.21.9.PR.J.2459456";"daily";2;"0";"0";0;"0"
"1301";1659;"NE";21;9;"PR";"J";"2459453";"NE.21.9.PR.J.2459453";"daily";2;"Cx. pipiens s.l.";"female";10;"0"
"1302";1660;"NE";21;9;"PR";"J";"2459453";"NE.21.9.PR.J.2459453";"daily";2;"Cx. spec.";"female";7;"0"
"1303";1661;"NE";21;9;"PR";"J";"2459453";"NE.21.9.PR.J.2459453";"daily";2;"Cx. pipiens s.l.";"female";22;"7"
"1304";1662;"NE";21;9;"PR";"J";"2459455";"NE.21.9.PR.J.2459455";"daily";1;"Cx. pipiens s.l.";"female";1;"0"
"1305";1663;"NE";21;9;"PR";"J";"2459452";"NE.21.9.PR.J.2459452";"daily";1;"0";"0";0;"0"
"1306";1664;"NE";21;9;"PR";"J";"2459451";"NE.21.9.PR.J.2459451";"daily";1;"Cx. pipiens s.l.";"female";1;"0"
"1307";1665;"NE";21;9;"PR";"J";"2459451";"NE.21.9.PR.J.2459451";"daily";1;"Ae. japonicus";"female";1;"0"
"1308";1666;"NE";21;9;"PR";"J";"2459451";"NE.21.9.PR.J.2459451";"daily";1;"Ae. vexans";"female";1;"0"
"1309";1667;"NE";21;9;"PR";"J";"2459451";"NE.21.9.PR.J.2459451";"daily";1;"Cx. pipiens s.l.";"female";2;"7"
